timestamp rx ry rz vx vy vz qx qy qz qw r p y 
1634146531950579 1.614244461 1.520646930 -2.544296503 -0.073862344 -0.012736872 0.040879387 0.000814887 0.004083063 -0.001305885 0.999990582 -0.003104836 0.008059252 -0.002152419
1634146531998579 1.612457991 1.519344449 -2.540608644 -0.072971642 -0.011531518 0.036863744 0.000796817 0.003947551 -0.001289082 0.999991119 0.001336067 0.004389158 0.002101596
1634146532050658 1.610702872 1.517899752 -2.536958218 -0.071260825 -0.010157548 0.032403842 0.000837461 0.003827730 -0.001257093 0.999991536 -0.000173439 0.001883815 -0.005299235
1634146532098658 1.608933210 1.516670942 -2.533929110 -0.071931891 -0.008391459 0.028246092 0.000875295 0.003805281 -0.001141227 0.999991775 0.002839299 0.000553269 -0.002008259
1634146532150737 1.606590152 1.515549898 -2.531070709 -0.072009489 -0.008267849 0.024502318 0.000873981 0.003771967 -0.001087274 0.999991894 -0.002866597 -0.002070673 0.002032304
1634146532198737 1.604286075 1.514554977 -2.528648376 -0.071939602 -0.007140374 0.020642374 0.000887071 0.003718463 -0.001087278 0.999992073 -0.004355369 0.003006200 -0.003148096
1634146532250823 1.601481318 1.513673782 -2.526334286 -0.071691111 -0.005427331 0.017590083 0.000912526 0.003564773 -0.001161116 0.999992609 -0.002684505 0.005362746 -0.001257601

1634146535941762 -0.051367182 -0.063294269 -6.805049419 -0.039562140 0.008898969 -0.176863074 0.000850889 -0.007840059 -0.008620691 0.999931812 0.025533423 -0.021370348 0.002463150
1634146536001762 -0.053592682 -0.060945190 -6.812304020 -0.027098358 0.015808353 -0.167783752 0.000856720 -0.007231297 -0.007985300 0.999941647 0.021232648 -0.018910458 -0.000395726
1634146536041842 -0.054693602 -0.058019143 -6.815176964 -0.020046677 0.020905955 -0.127081633 0.000863318 -0.007435336 -0.008276597 0.999937713 -0.052070435 0.046039104 -0.000758610
1634146536101842 -0.055828534 -0.053700399 -6.816115379 -0.008468809 0.029055942 -0.043631002 0.000858198 -0.010523136 -0.011614213 0.999876797 -0.139483571 0.129928052 -0.000358533
1634146536141921 -0.056195907 -0.050789263 -6.813764572 0.000376078 0.035677720 0.044390664 0.000807571 -0.014013993 -0.015204272 0.999785900 -0.210959226 0.212500721 0.004519553
1634146536201921 -0.055964395 -0.046131331 -6.803689480 0.018703943 0.050687630 0.174259007 0.000674259 -0.021222252 -0.022435799 0.999522865 -0.236255541 0.241569936 0.006640642
1634146536242000 -0.055153452 -0.042660572 -6.792618752 0.033214193 0.062632576 0.284158140 0.000566629 -0.026250435 -0.027286390 0.999282777 -0.258099973 0.259231150 0.005465604
1634146536302000 -0.052759852 -0.036707222 -6.767770767 0.060065564 0.085485719 0.442066520 0.000416372 -0.034263175 -0.034961354 0.998801172 -0.232249111 0.245828450 0.005893003
1634146536342080 -0.050201621 -0.032058597 -6.745576859 0.079670385 0.102617525 0.566207945 0.000274796 -0.039041918 -0.039378490 0.998461366 -0.228911176 0.241764531 0.009440187
1634146536402080 -0.045233842 -0.022272296 -6.702367783 0.114155404 0.134206101 0.740344286 0.000041259 -0.045957491 -0.045873161 0.997889578 -0.190577164 0.201062143 0.008694338
1634146536442159 -0.041236918 -0.012865367 -6.667087555 0.137625843 0.155853853 0.874043941 -0.000119256 -0.049749903 -0.049459066 0.997536361 -0.182605684 0.189621836 0.012869861
1634146536502159 -0.033287223 0.002144476 -6.604664803 0.175409183 0.191011414 1.071181417 -0.000432356 -0.055069614 -0.054546781 0.996991396 -0.154933080 0.163197905 0.009409328
1634146536542239 -0.026640691 0.012863402 -6.556316376 0.199732527 0.213337973 1.225100398 -0.000650438 -0.058493610 -0.057809290 0.996612310 -0.172594085 0.177771658 0.009711332
1634146536602239 -0.014496922 0.030243993 -6.473629475 0.245406821 0.254721284 1.403909206 -0.001046407 -0.063297600 -0.062140331 0.996057749 -0.117133677 0.133772448 0.017788516
1634146536642319 -0.004733331 0.042952586 -6.413050652 0.278249770 0.284712762 1.512160897 -0.001364539 -0.065997452 -0.064630143 0.995723546 -0.129402637 0.139343694 0.018030873
1634146536702319 0.012596969 0.063986816 -6.315334320 0.333302140 0.336059898 1.633404851 -0.001819673 -0.069434710 -0.067810006 0.995277584 -0.086613297 0.093411587 0.014332826
1634146536742398 0.026176361 0.079577312 -6.246904850 0.375500292 0.374733061 1.681980729 -0.002173812 -0.071404561 -0.069618255 0.995012641 -0.095644727 0.101953566 0.020834606
